	0
3259	SKA3
3260	GLDN
3261	CCNI2
3262	RASL11B
3263	FLRT1
3264	SUSD2
3265	FCER2
3266	PCDHGC4
3267	ZNHIT2
3268	KCNV1
3269	LOC284276
3270	TRIM7
3271	INHBB
3272	TNR
3273	B3GNT7
3274	LYNX1
3275	SP6
3276	CNTNAP3
3277	DLX6AS
3278	SRRM3
3279	SPATA18
3280	TNNI2
3281	ALDOC
3282	SLC17A7
3283	CCDC151
3284	P2RY10
3285	PCDHGB2
3286	ETV1
3287	DNAI1
3288	CREG2
3289	ITGA2
3290	SLC45A2
3291	CCL8
3292	FIGF
3293	SIM1
3294	MAB21L1
3295	UGT1A3
3296	GZMA
3297	SYNPR
3298	FAM83G
3299	IL24
3300	CHST1
3301	SLC6A10P
3302	ASGR2
3303	PRMT8
3304	ERAP2
3305	MTL5
3306	BNC2
3307	MEIS3
3308	GABRD
3309	ZBTB8B
3310	ANKRD45
3311	SLC7A10
3312	HGFAC
3313	CDS1
3314	ITIH1
3315	PCDH11X
3316	LGI1
3317	CACNA1A
3318	C21orf125
3319	SEMA6D
3320	COL25A1
3321	C10orf93
3322	CCDC80
3323	PAPPA2
3324	APOF
3325	MED12L
3326	TRIL
3327	FAM180A
3328	GLI2
3329	CD27
3330	C1orf194
3331	LY75
3332	MAEL
3333	DYDC2
3334	IL17D
3335	CASP14
3336	FFAR2
3337	KCTD8
3338	AOC3
3339	THSD4
3340	KIAA1409
3341	ESCO2
3342	AFP
3343	ZSCAN23
3344	WNK3
3345	SCARA3
3346	ZMAT1
3347	COL15A1
3348	BEND5
3349	EOMES
3350	ANKRD2
3351	TKTL1
3352	RAI2
3353	TSPAN2
3354	LOC400043
3355	SYP
3356	SPARCL1
3357	KLB
3358	MARVELD2
3359	NRN1
3360	LAMA2
3361	LMTK3
3362	ADAMTSL5
3363	BUB1B
3364	EGOT
3365	TNNC2
3366	LOC286467
3367	ISM2
3368	FAM151A
3369	PCDHGB4
3370	NECAB1
3371	LRRTM3
3372	MYOZ1
3373	BTNL9
3374	C6orf97
3375	CARTPT
3376	NFE2
3377	OR7E91P
3378	CDH20
3379	SORBS1
3380	AGPAT9
3381	KCNQ3
3382	ADAMTS14
3383	NXNL2
3384	TNFRSF19
3385	SYN1
3386	PTPRQ
3387	RAB19
3388	PYHIN1
3389	CXCR5
3390	EDA2R
3391	SIT1
3392	FAM171A2
3393	RND1
3394	SHC2
3395	NOX1
3396	ADM
3397	CCR7
3398	HS3ST5
3399	GTSE1
3400	CDC42EP5
3401	SH3TC2
3402	ACTA1
3403	C19orf51
3404	SYNM
3405	TCL6
3406	ADORA2B
3407	PRKG1
3408	DPY19L2P4
3409	JPH1
3410	ZNF257
3411	VCAM1
3412	LRRC50
3413	ZNF626
3414	GJA1
3415	KLHL35
3416	LOC284749
3417	RP1
3418	TCEA3
3419	C16orf74
3420	CARD14
3421	ASTN2
3422	C15orf42
3423	CDA
3424	FZD9
3425	TSPAN11
3426	RUNX1T1
3427	RADIL
3428	TMEM200A
3429	RAPGEFL1
3430	LOC162632
3431	CYP4Z2P
3432	CCR4
3433	P2RX7
3434	LGALS9B
3435	HOXA6
3436	NCAPG
3437	SLC4A10
3438	NFATC2
3439	ARTN
3440	FGF2
3441	PIWIL1
3442	C7orf52
3443	SVEP1
3444	HIST3H2A
3445	FLJ45445
3446	CAMK2N1
3447	RASGEF1A
3448	LOC90246
3449	SRCIN1
3450	CTLA4
3451	RAD54L
3452	KISS1R
3453	CD109
3454	LRRC8E
3455	LEP
3456	SMPD3
3457	CALCA
3458	AKAP6
3459	CD96
3460	C4orf39
3461	RGS9
3462	GSTT2
3463	KCNJ12
3464	LGALS12
3465	TRPV3
3466	BDKRB2
3467	WNT5A
3468	GNG7
3469	ZNF98
3470	C11orf70
3471	C8B
3472	CENPE
3473	CLEC3B
3474	MFAP3L
3475	CLEC18A
3476	GPR173
3477	DCT
3478	BATF
3479	HHIPL2
3480	ZNF711
3481	KLRB1
3482	P2RX1
3483	CCL17
3484	ITK
3485	CACNG7
3486	CLEC12A
3487	DKK2
3488	RAB26
3489	RFX4
3490	MSC
3491	TRIM36
3492	QPCT
3493	CXCR3
3494	REC8
3495	LIN28B
3496	TMEM200B
3497	ASB2
3498	RAET1G
3499	COL13A1
3500	CCR2
3501	IGSF5
3502	OR51E1
3503	NXPH3
3504	ACBD7
3505	SILV
3506	SUSD5
3507	NEURL3
3508	SLC10A4
3509	HCN1
3510	SEMA3B
3511	B3GNT4
3512	SLC12A1
3513	FRMD1
3514	SLITRK1
3515	IQGAP2
3516	P4HA3
3517	ILDR2
3518	MYOT
3519	PLAG1
3520	CD5L
3521	FAM131B
3522	EFCAB4B
3523	ATP8A1
3524	SLURP1
3525	GLIS3
3526	C9orf169
3527	TSLP
3528	CACNB4
3529	MYO5B
3530	NKG7
3531	BHLHE41
3532	AIM1
3533	SDS
3534	FAM134B
3535	VWA3B
3536	LILRA4
3537	CDR1
3538	CKM
3539	VNN2
3540	MARCH4
3541	FAM47E
3542	NAT2
3543	CACNG6
3544	SALL2
3545	ASRGL1
3546	OASL
3547	FPR2
3548	ANKRD34B
3549	ALPL
3550	PRDM8
3551	COL8A2
3552	CADM1
3553	RPL9
3554	CHRD
3555	HLA-DRB6
3556	DRD1
3557	KIRREL
3558	PTGER2
3559	ANXA1
3560	UBASH3A
3561	GCNT1
3562	FAM183A
3563	AMTN
3564	AVPR1A
3565	LRFN2
3566	PCDHGA12
3567	GNA15
3568	C1orf175
3569	ZNF385D
3570	HSPB3
3571	PKIB
3572	LHX9
3573	TPD52L1
3574	ID1
3575	ZNF727
3576	C1orf110
3577	C11orf87
3578	GCKR
3579	SEMA6A
3580	SLAMF1
3581	RPL39L
3582	IL21R
3583	ORC1L
3584	FAAH2
3585	APLN
3586	CYP4F8
3587	ATP6V1G2
3588	FGF18
3589	SPRR2G
3590	KLRC2
3591	CETP
3592	KCTD16
3593	HRCT1
3594	TNFSF10
3595	THNSL2
3596	PHEX
3597	CD8A
3598	PSAPL1
3599	HMMR
3600	MFSD4
3601	C9orf140
3602	HEPH
3603	HGF
3604	CD5
3605	DPYSL3
3606	FAM163A
3607	C2CD4C
3608	LPPR4
3609	ASGR1
3610	FAM43B
3611	DNAJC6
3612	LIMCH1
3613	SNORD116-28
3614	KRT86
3615	MRC1
3616	CARD11
3617	ATP8B1
3618	SLC22A12
3619	INHBE
3620	C2orf70
3621	SLC2A4
3622	USP2
3623	FBLN2
3624	NAPSB
3625	CPLX3
3626	GADD45G
3627	C1S
3628	UHRF1
3629	ABCB4
3630	C9orf84
3631	BCL11B
3632	DOK6
3633	PCDHB2
3634	RAP1GAP
3635	PLBD1
3636	ITGA3
3637	HOOK1
3638	DKFZp686O24166
3639	SLN
3640	FAM196A
3641	APCS
3642	PTPRO
3643	APOBEC3B
3644	GPR35
3645	CDCA8
3646	E2F2
3647	KIFC1
3648	GZMH
3649	GPC4
3650	PDE3B
3651	BDNF
3652	FIGN
3653	EPHB2
3654	HLA-DQA1
3655	PLLP
3656	EPHA2
3657	NTF3
3658	FEZ1
3659	ZNF703
3660	MYBPH
3661	COL27A1
3662	MAP1B
3663	SLC30A3
3664	MRGPRF
3665	CRIP3
3666	CLEC18C
3667	ADAM28
3668	LRRC10B
3669	KCNE4
3670	BCAM
3671	PCDHGA2
3672	TMEM45A
3673	GXYLT2
3674	NRTN
3675	TREH
3676	DPY19L2P2
3677	OMG
3678	ZNF135
3679	MYOM1
3680	L1TD1
3681	HSD17B13
3682	TUBA3D
3683	GATA2
3684	NR2F1
3685	TRAM1L1
3686	OTC
3687	ZNF578
3688	FAM123A
3689	PLEKHH1
3690	LOC284233
3691	ABLIM3
3692	TINAGL1
3693	FAM83H
3694	INHA
3695	C1orf170
3696	MGC42105
3697	ENPEP
3698	BCL2L10
3699	GSDMA
3700	TNFRSF13B
3701	KIAA1543
3702	IL17RB
3703	PDCD1
3704	C3orf70
3705	LHX1
3706	ENOX1
3707	HS3ST3A1
3708	CYP2D6
3709	LOC100144604
3710	SERPINC1
3711	PLA2R1
3712	PAR5
3713	GRPR
3714	SNAI2
3715	IL17RD
3716	PLEKHG7
3717	TMEM232
3718	ACVR1C
3719	CCNA2
3720	ABCG2
3721	TMEM154
3722	MAP9
3723	CYTL1
3724	LOC647946
3725	LINGO4
3726	DLX4
3727	PVRL3
3728	CARNS1
3729	MIAT
3730	LOC728392
3731	FAM123C
3732	HLA-G
3733	RDH5
3734	CCDC19
3735	CYSLTR2
3736	BCAT1
3737	MAPK13
3738	ZFPM2
3739	PAQR9
3740	ERCC6L
3741	C20orf26
3742	MTUS2
3743	ACSBG1
3744	FNDC4
3745	CALY
3746	FRK
3747	FEZF1
3748	KLK9
3749	NUP62CL
3750	C2orf39
3751	TSHZ2
3752	CLEC4E
3753	APCDD1
3754	HOXA1
3755	WNT9A
3756	APLNR
3757	PDLIM3
3758	RNASE4
3759	PTPN22
3760	SLC24A2
3761	ANGPT1
3762	SERPINA10
3763	MGC87042
3764	ARG1
3765	ADRB2
3766	FABP3
3767	C10orf79
3768	TMEM119
3769	FXYD6
3770	DEPDC1B
3771	SCN5A
3772	CDH15
3773	RGS5
3774	FCRL1
3775	FCHO1
3776	KCNA3
3777	SLC45A3
3778	NOSTRIN
3779	TTC36
3780	FADS2
3781	TUSC3
3782	GAL3ST2
3783	ANKFN1
3784	ADHFE1
3785	ETV7
3786	IL6ST
3787	LGI4
3788	GAS2L3
3789	NR3C2
3790	CCL5
3791	C9orf71
3792	CREB5
3793	SNTN
3794	THEMIS
3795	TPPP
3796	GRIK1
3797	CCDC144B
3798	MLANA
3799	CCDC78
3800	ACSL5
3801	SCML4
3802	COL19A1
3803	DHDH
3804	KIAA1804
3805	PRSS33
3806	PRKCB
3807	ALS2CL
3808	ARSJ
3809	ZNF702P
3810	LCK
3811	SYNC
3812	ZNF471
3813	TRDN
3814	GPRC5C
3815	FCGR2B
3816	ABCA9
3817	TRO
3818	PITPNM3
3819	TLE6
3820	RASL10B
3821	CHRNA7
3822	SARDH
3823	WFDC1
3824	EMB
3825	OR2W3
3826	PABPC1L2B
3827	KCNT1
3828	CGB7
3829	CDKN3
3830	SRL
3831	ARHGAP20
3832	SYCE1L
3833	AQP2
3834	SPC24
3835	CD7
3836	PCDHB11
3837	LOC100192378
3838	NTN4
3839	DNASE2B
3840	FAM25A
3841	WASF3
3842	LDHD
3843	ANKRD30B
3844	FOXL1
3845	ANKRD30A
3846	C19orf26
3847	EMR1
3848	BCL2A1
3849	GPAT2
3850	DYNLRB2
3851	C6orf27
3852	GPR88
3853	MEX3A
3854	SGIP1
3855	DGAT2
3856	LOC339674
3857	SIGLEC14
3858	C8orf31
3859	C7orf58
3860	CH25H
3861	MMP2
3862	SFRS13B
3863	PLUNC
3864	L3MBTL4
3865	KIF6
3866	CELSR3
3867	COL24A1
3868	BEND6
3869	GLS2
3870	TFEC
3871	AMIGO2
3872	ULBP1
3873	TMEM52
3874	PCDHB6
3875	SPHKAP
3876	ACOXL
3877	NRG4
3878	MAGEC1
3879	TNXB
3880	CASR
3881	TRPM6
3882	FGF7
3883	CHRNA5
3884	GPR12
3885	ST18
3886	ST8SIA5
3887	EDN1
3888	TUSC5
3889	DEPDC7
3890	SIX3
3891	FBXO27
3892	NCRNA00093
3893	DPY19L2P1
3894	LILRA3
3895	ITGA9
3896	SIGLEC6
3897	SERPINB11
3898	RBP7
3899	ABCC9
3900	C8G
3901	ZNF835
3902	PTPN13
3903	BRIP1
3904	CBX2
3905	CAPS
3906	DLEC1
3907	SPTLC3
3908	MN1
3909	XKR9
3910	ALPI
3911	TGFB2
3912	LOC441204
3913	LOC284837
3914	HLA-DRB5
3915	KIF19
3916	ARHGEF35
3917	ART3
3918	AKAP12
3919	MYH15
3920	PDE10A
3921	NBPF4
3922	ANG
3923	UST
3924	GSDMB
3925	SPC25
3926	CD52
3927	GPR114
3928	FRMPD2
3929	DDO
3930	RLBP1
3931	NAP1L6
3932	FHOD3
3933	SLC2A1
3934	TDRD1
3935	C12orf59
3936	DCLK2
3937	CRMP1
3938	RHOH
3939	HK3
3940	RASGRP1
3941	LILRB5
3942	ARL4D
3943	C6orf165
3944	MT1X
3945	C4orf48
3946	LRRC3B
3947	AQP1
3948	PYGO1
3949	CFH
3950	FAM174B
3951	MT1L
3952	BEND7
3953	ZAP70
3954	HLA-DOB
3955	HES6
3956	IGFBP3
3957	TUBA4B
3958	SPINK4
3959	PLA2G4A
3960	ERC2
3961	KIF26B
3962	CCNJL
3963	GLI1
3964	PAMR1
3965	BIRC3
3966	DLGAP3
3967	LINGO2
3968	TDRD10
3969	CXCR6
3970	SULT1A2
3971	MESP1
3972	MDH1B
3973	GSG2
3974	C22orf45
3975	NCKAP5
3976	SLC22A18AS
3977	HIST1H2BH
3978	CPT1C
3979	STON1-GTF2A1L
3980	HSPB2
3981	C3orf67
3982	CACNG1
3983	HFM1
3984	DLGAP2
3985	DCAF12L2
3986	NCRNA00092
3987	ACP5
3988	FEV
3989	TLR8
3990	KIAA1324L
3991	EFHA2
3992	IGF2AS
3993	LSR
3994	RASD2
3995	MYOM2
3996	MOBP
3997	STAR
3998	C1QTNF4
3999	SLC16A7
4000	LAG3
4001	AATK
4002	IL22RA2
4003	C11orf86
4004	GRIN2C
4005	CYP2C19
4006	BHLHA15
4007	COL20A1
4008	DACH2
4009	DNAH6
4010	IFI44L
4011	KIAA0748
4012	PCDHA7
4013	SPERT
4014	CYP26B1
4015	RTDR1
4016	VWA3A
4017	NRIP3
4018	CIDEA
4019	NQO1
4020	LIMS3
4021	ADAMTSL1
4022	PRAC
4023	SLCO1C1
4024	CD84
4025	GLI3
4026	PYCR1
4027	CDC6
4028	ZNF521
4029	CSF2
4030	TMED7-TICAM2
4031	BEGAIN
4032	CYP46A1
4033	GPR19
4034	IQUB
4035	CD209
4036	IFNG
4037	GAS2
4038	SIGLEC15
4039	WDR63
4040	TRIP13
4041	ELOVL7
4042	LOC728264
4043	SLAMF9
4044	SHISA7
4045	DERL3
4046	PAQR6
4047	SH2D2A
4048	SEMA5A
4049	KCNE1
4050	CACNB2
4051	ZNF556
4052	HIST1H2BG
4053	ATG9B
4054	MPZL3
4055	PCDHGA9
4056	TMEM169
4057	C4orf49
4058	SYT2
4059	CCND2
4060	ECM1
4061	CTAG1B
4062	LOC400696
4063	CSPG4
4064	DAB1
4065	LGALS9C
4066	SI
4067	RAB3C
4068	OIP5
4069	CAPN14
4070	C2orf88
4071	C5orf20
4072	SUSD3
4073	MYT1L
4074	LRRC17
4075	TAGLN
4076	GNA14
4077	SSTR2
4078	MARK1
4079	B3GNT8
4080	PIF1
4081	THRB
4082	ZNF492
4083	SEMA4G
4084	AMZ1
4085	SYT17
4086	ABCD2
4087	ZNF204P
4088	LTBP2
4089	EGR3
4090	SOBP
4091	HPCA
4092	WDR62
4093	TM4SF1
4094	SLC22A6
4095	GPER
4096	TMCC2
4097	LRRC66
4098	RICH2
4099	GRIP1
4100	XCL1
4101	NDC80
4102	CDH23
4103	NR4A3
4104	ZNF677
4105	DPF3
4106	FOS
4107	PLAC4
4108	PSORS1C1
4109	C14orf34
4110	PPBP
4111	CTAGE9
4112	IPW
4113	ZNF831
4114	KIAA1210
4115	SSC5D
4116	PSG4
4117	PLAT
4118	VSIG4
4119	GPR162
4120	AMPD1
4121	HLA-DQB1
4122	ARHGAP28
4123	FAM54A
4124	CST7
4125	SLC26A10
4126	COL5A3
4127	NUDT16P1
4128	SELL
4129	MST1
4130	ZBBX
4131	ITGA2B
4132	PRKD1
4133	HRNR
4134	CD79B
4135	CXCR1
4136	CDCA5
4137	IL31RA
4138	ZNF418
4139	C14orf50
4140	TRNP1
4141	TREM2
4142	ATAD3C
4143	ZNF541
4144	FCGR1A
4145	PABPC5
4146	SCD
4147	ITPR3
4148	WNT6
4149	HAPLN2
4150	CCDC144A
4151	KCNQ1
4152	ACOT11
4153	DSEL
4154	PXDNL
4155	CFHR3
4156	PALM
4157	GAS2L2
4158	SGCG
4159	EPHA4
4160	OSMR
4161	CD163
4162	SMYD1
4163	ITLN2
4164	WNT5B
4165	GMPR
4166	FLJ23867
4167	NEK10
4168	PCDHB16
4169	LOC388588
4170	PLEKHH2
4171	C7orf57
4172	ULBP3
4173	ROPN1
4174	BTBD17
4175	PARD3B
4176	CDK1
4177	CD40LG
4178	KIAA0101
4179	TMIE
4180	USP44
4181	HAAO
4182	DUSP5P
4183	HEY1
4184	ABCG8
4185	AQP7P1
4186	ALDH1L2
4187	LONRF3
4188	NOV
4189	WNT2B
4190	APBB1IP
4191	GPR68
4192	MYO1G
4193	TXLNB
4194	GAMT
4195	BMX
4196	MLLT11
4197	DBH
4198	CAMK1G
4199	IFNE
4200	TNIK
4201	SLC10A6
4202	FOXC2
4203	NOS1AP
4204	RUNX3
4205	EVC2
4206	F2RL3
4207	PCDH17
4208	SPNS3
4209	TNF
4210	TAC3
4211	DDAH1
4212	TLR10
4213	HRH2
4214	A1BG
4215	CABYR
4216	KLF8
4217	MOG
4218	POU6F2
4219	CXCR2
4220	FOXN4
4221	CITED4
4222	GCNT2
4223	GAS7
4224	PDZD2
4225	RPPH1
4226	NAALADL2
4227	PAX7
4228	RBPMS2
4229	COL16A1
4230	MT1F
4231	C10orf114
4232	FAM72D
4233	C13orf30
4234	EGR4
4235	C8orf73
4236	AK7
4237	PHACTR1
4238	RHPN2
4239	TMEM47
4240	KIF26A
4241	SCXB
4242	PDE2A
4243	STOX1
4244	SLCO1B1
4245	SEC14L5
4246	CRNN
4247	PCP2
4248	BMP4
4249	CTAG2
4250	DISP2
4251	PPP1R14A
4252	DSC1
4253	GAPT
4254	HSD17B14
4255	ADAMTS4
4256	SYN3
4257	C20orf85
4258	CCDC60
4259	PTGER1
4260	HIST1H2AE
4261	KLHDC9
4262	IL2RB
4263	MFSD2B
4264	C18orf34
4265	GCK
4266	UNC13C
4267	FOLH1B
4268	SLC7A8
4269	FAM171B
4270	FASLG
4271	KLHL30
4272	CD163L1
4273	PHLDB2
4274	SYCP2L
4275	CCRL1
4276	PIRT
4277	AEBP1
4278	ITM2A
4279	ADAM11
4280	TMED6
4281	TMTC1
4282	GPRASP1
4283	RAB6B
4284	C9orf66
4285	TGFBI
4286	DNAJC5B
4287	PDGFD
4288	C12orf75
4289	NDST3
4290	PLA2G7
4291	TBC1D10C
4292	ABCA17P
4293	CXCL12
4294	DENND2A
4295	C1QL2
4296	C9orf24
4297	CLVS1
4298	CCL3L1
4299	HSD17B3
4300	EPHA8
4301	LRRC36
4302	FAM40B
4303	CYP1A2
4304	MACROD2
4305	BEAN
4306	GABRR1
4307	MAP1A
4308	ISLR2
4309	SCN8A
4310	PTTG1
4311	BHLHE22
4312	KLRC3
4313	AKR1E2
4314	PCDHB8
4315	INE2
4316	SLC12A5
4317	FBN1
4318	HAGHL
4319	TRH
4320	LLGL2
4321	SSTR5
4322	FGF17
4323	GABRG1
4324	TPBG
4325	CORIN
4326	KIAA1257
4327	NCRNA00173
4328	TMEM229A
4329	SLC43A1
4330	ACAP1
4331	HSPA12A
4332	RBM47
4333	CDHR3
4334	UPK3BL
4335	CYP27A1
4336	NTNG2
4337	COX7A1
4338	PMAIP1
4339	LOC400759
4340	LOC121838
4341	COL6A2
4342	TMEM156
4343	DTL
4344	GPR174
4345	ATP2A3
4346	GPR171
4347	B3GNT5
4348	TMEM150C
4349	NOX5
4350	KCNA5
4351	FRZB
4352	SLC25A27
4353	TEPP
4354	PCDHGB6
4355	ABHD12B
4356	MYCL1
4357	KCNK17
4358	WIPF3
4359	DHCR24
4360	TRPS1
4361	BVES
4362	PLEKHG4
4363	ENDOU
4364	MEI1
4365	SLC23A3
4366	FAM66D
4367	TREML2
4368	PTPRC
4369	INPP4B
4370	KCNB2
4371	ITGAL
4372	EPS8L2
4373	NLRP6
4374	CX3CL1
4375	PARP15
4376	FRRS1
4377	CFD
4378	KIAA0754
4379	CLEC3A
4380	CLIP3
4381	DACT3
4382	PPAPDC3
4383	C5orf4
4384	CD69
4385	RAD51
4386	RBM20
4387	CCDC65
4388	TMEM26
4389	KCNN3
4390	WDFY4
4391	MYO5C
4392	CD48
4393	LCE3D
4394	FAM72A
4395	SYNPO2L
4396	BOC
4397	KISS1
4398	RUFY4
4399	HSPA4L
4400	FBXO15
4401	ENPP2
4402	KCNS3
4403	TGM2
4404	PAR-SN
4405	S100A3
4406	FHL2
4407	CLEC9A
4408	MST4
4409	CAMP
4410	RANBP17
4411	SOX17
4412	PHGDH
4413	CELSR2
4414	ELAVL4
4415	ROPN1L
4416	WBSCR27
4417	KCNQ4
4418	CPLX1
4419	CXXC4
4420	NR5A2
4421	FAM95B1
4422	TLL2
4423	SLC6A8
4424	PBX1
4425	ZNF423
4426	PDZK1P1
4427	PRKAR2B
4428	LRMP
4429	FAM90A1
4430	AS3MT
4431	EFHB
4432	ZNF610
4433	CRTAM
4434	GPLD1
4435	C1orf115
4436	NCF1C
4437	CAPN5
4438	SEL1L3
4439	RYR3
4440	PCDHGA4
4441	SLC17A2
4442	C8orf42
4443	HOXA2
4444	KIF18A
4445	GNAZ
4446	SLC12A8
4447	NGB
4448	TM4SF20
4449	CCL25
4450	NR4A1
4451	ZNF415
4452	HRC
4453	SERP2
4454	NPHS1
4455	LOC145820
4456	LRRC16B
4457	MAP1LC3C
4458	SDC2
4459	VIP
4460	ACCN3
4461	FAM65C
4462	STON2
4463	SPAG4
4464	PRF1
4465	ST6GALNAC3
4466	CCDC150
4467	C9orf171
4468	SYTL2
4469	BASP1
4470	PCDHGA3
4471	C13orf38
4472	GJA5
4473	JAM2
4474	C21orf29
4475	SLC5A11
4476	HSPA2
4477	MND1
4478	C6orf186
4479	MSTN
4480	APOL4
4481	TP53TG3B
4482	DAZ1
4483	LOXL1
4484	FBXL21
4485	PTPN7
4486	ANK3
4487	ADAM8
4488	PPEF1
4489	MYL9
4490	XKR4
4491	GLT8D2
4492	DIAPH3
4493	MXRA8
4494	SECTM1
4495	ARHGAP11B
4496	C1orf190
4497	NGF
4498	CCDC154
4499	TK1
4500	CYR61
4501	ELOVL3
4502	SEC14L2
4503	PEX5L
4504	CTAGE4
4505	TYMP
4506	CCL2
4507	FXYD7
4508	CCL26
4509	SLCO2A1
4510	CAV1
4511	KHDRBS2
4512	LRRC48
4513	SIGLEC1
4514	MX2
4515	KLRK1
4516	CDKN2BAS
4517	AOAH
4518	EML6
4519	OSTalpha
4520	CDKL5
4521	PURG
4522	PCDHGA7
4523	ENO2
4524	NRAP
4525	MDK
4526	CAV2
4527	C19orf45
4528	TMEM233
4529	GSTM2
4530	CDKN2B
4531	FPR1
4532	FAT4
4533	PIK3CG
4534	DZIP1
4535	CLCN4
4536	CCL7
4537	LOC644172
4538	RLN2
4539	CD1B
4540	TSTD1
4541	CSF3R
4542	PCSK5
4543	FSCN1
4544	PABPC4L
4545	CHIA
4546	RBMS3
4547	TSPAN5
4548	LILRB4
4549	KITLG
4550	CECR6
4551	LRP8
4552	NPY5R
4553	CABP4
4554	C16orf54
4555	LIMS3-LOC440895
4556	TPPP3
4557	RTN4RL2
4558	TIFAB
4559	OXTR
4560	PCDHB9
4561	TEKT1
4562	STX1B
4563	S100A6
4564	EMID1
4565	SYT11
4566	SH3BGRL2
4567	ZNF804A
4568	PARK2
4569	LDLR
4570	ZNF454
4571	TPSG1
4572	ETNK2
4573	KCNA2
4574	PGF
4575	EPDR1
4576	RUNDC3B
4577	ZNF662
4578	ART5
4579	BST2
4580	KCNK12
4581	TNNI3K
4582	PLAUR
4583	NEK5
4584	BSN
4585	KCNE3
4586	PNMAL2
4587	LOC100190938
4588	GRM3
4589	CAPN3
4590	HCG22
4591	RASGRP2
4592	INSC
4593	MCF2
4594	BZRAP1
4595	EPHX2
4596	PTAFR
4597	DNM1
4598	TTC18
4599	KCTD4
4600	CCL24
4601	FAM72B
4602	CD6
4603	C11orf82
4604	MST1P2
4605	FAM111B
4606	TRY6
4607	C14orf180
4608	IL17RE
4609	SLA2
4610	KAAG1
4611	MATN2
4612	GNAL
4613	C9orf167
4614	ARHGEF37
4615	SLC35D3
4616	KCNJ5
4617	LIME1
4618	PRRT2
4619	SH2D4A
4620	PCA3
4621	AXIN2
4622	AGER
4623	ASF1B
4624	CMBL
4625	RXFP1
4626	SMPX
4627	C2orf82
4628	FAM177B
4629	MMP8
4630	LILRA5
4631	GPR77
4632	KIAA1239
4633	TMPRSS5
4634	AKR7L
4635	NPFFR2
4636	SLC16A5
4637	SHCBP1
4638	PCDHB3
4639	KLRD1
4640	MYL4
4641	SLC18A3
4642	TRIM46
4643	ADAMTS20
4644	FAM46C
4645	HTR7
4646	INS-IGF2
4647	AFAP1L2
4648	CYB5R2
4649	SPATA17
4650	P2RX2
4651	LOC285733
4652	TNFSF13B
4653	ZNF469
4654	SPHK1
4655	LGI2
4656	BTLA
4657	LILRA6
4658	FBLN7
4659	NAT8B
4660	TUBA3E
4661	FCGR3A
4662	ADAMTS3
4663	AMICA1
4664	CSRNP3
4665	NLRP11
4666	USP43
4667	MAGEB2
4668	KIAA0802
4669	ATP1B1
4670	KRT9
4671	LPA
4672	MCOLN2
4673	HTR2B
4674	SGMS2
4675	TMEM151B
4676	CCNE1
4677	HFE2
4678	ZNF215
4679	RIBC2
4680	C3orf14
4681	LOC100188947
4682	PIWIL2
4683	PLCL1
4684	FXYD4
4685	NT5E
4686	CD80
4687	SPINK2
4688	CENPV
4689	TNFRSF12A
4690	RGS13
4691	RSPH9
4692	CCDC141
4693	FAM171A1
4694	PLCE1
4695	FAM179A
4696	NDN
4697	SLC2A10
4698	CDCA3
4699	ADAMTS5
4700	MSR1
4701	RAPGEF4
4702	EMILIN1
4703	HEY2
4704	KIF21B
4705	C10orf140
4706	LZTS1
4707	HMX1
4708	TBC1D3C
4709	ACTL6B
4710	PMEPA1
4711	PNPLA7
4712	SLC16A6
4713	PDE5A
4714	STAG3
4715	GBX2
4716	HTRA4
4717	SYNGR1
4718	CD247
4719	PRRG4
4720	OXER1
4721	PCDHA8
4722	ADAM32
4723	GRAP2
4724	MESP2
4725	CNTNAP5
4726	SAMD3
4727	CACNA1C
4728	FILIP1
4729	C10orf67
4730	CCL4L2
4731	FPR3
4732	ARHGEF5
4733	TRPC6
4734	RGNEF
4735	ITGAD
4736	HRK
4737	TLR7
4738	CASZ1
4739	STAB2
4740	PHKG1
4741	FOLR3
4742	C1QTNF3
4743	TMEM56
4744	KHDC1L
4745	STMN3
4746	GLP1R
4747	HTR2A
4748	C12orf34
4749	FLJ42709
4750	EPSTI1
4751	IL18
4752	CCDC89
4753	EDARADD
4754	CHST5
4755	MYO15B
4756	STOX2
4757	OR2A7
4758	ZNF737
4759	GUCY1A3
4760	DCC
4761	GPR97
4762	GCNT4
4763	MAPK8IP1
4764	RNF175
4765	POMC
4766	PROS1
4767	TMOD1
4768	ADAMTSL4
4769	CHRFAM7A
4770	CXorf49B
4771	VWC2
4772	AURKA
4773	OR2A4
4774	EXPH5
4775	C16orf45
4776	GFI1
4777	ACTA2
4778	KLHL38
4779	C1orf135
4780	SLC24A4
4781	HERC2P4
4782	ZNF853
4783	RDM1
4784	FOLR2
4785	AIFM3
4786	HES5
4787	ZNF154
4788	C18orf16
4789	SPRR2C
4790	ZSWIM5
4791	C4orf47
4792	NOXO1
4793	CAMK4
4794	DMD
4795	LANCL3
4796	S100A5
4797	NES
4798	PRG2
4799	WWC1
4800	PTPLA
4801	DUSP13
4802	CENPW
4803	GZMM
4804	NUPR1
4805	RAB11FIP1
4806	LRIG1
4807	LECT1
4808	OSM
4809	ZIK1
4810	LPAR5
4811	SCRT1
4812	BCL2
4813	AGBL4
4814	LRTM2
4815	EGR2
4816	TSPAN13
4817	TPTE2P1
4818	SPN
